Reaction;iAZ900;iFF708;iLL672;iMM904;iND750;iTO977;Yeast1;Yeast6;Yeast7
imrxn_2940;0;0;1;0;0;0;0;0;0
imrxn_2941;0;0;0;0;0;0;0;1;1
imrxn_2942;0;1;1;1;1;1;1;0;0
imrxn_2943;0;0;0;0;0;1;1;1;1
imrxn_2944;0;0;0;0;0;0;0;1;1
imrxn_2945;0;1;1;1;1;1;1;1;1
imrxn_2946;0;0;0;1;0;0;0;0;0
imrxn_2947;1;1;1;0;0;1;0;0;0
imrxn_2948;1;0;0;0;0;1;0;0;0
imrxn_2949;0;0;0;0;0;0;0;1;1
imrxn_2950;1;0;0;0;0;0;0;1;1
imrxn_2951;1;0;0;0;0;0;0;1;1
imrxn_2952;1;0;0;0;0;0;0;1;1
imrxn_2953;1;0;0;0;0;0;0;1;0
imrxn_2954;0;1;1;1;1;1;1;0;1
imrxn_2955;0;1;1;1;1;1;1;1;1
imrxn_2956;1;1;1;0;0;1;0;0;0
imrxn_2957;0;1;0;0;1;0;1;1;0
imrxn_2958;0;0;0;1;1;0;1;1;0
imrxn_2959;1;0;1;0;0;0;0;0;0
imrxn_2960;1;1;1;0;0;1;0;0;0
imrxn_2961;0;0;1;0;0;0;0;0;0
imrxn_2962;0;1;1;1;1;1;1;1;1
imrxn_2963;0;1;1;0;0;1;0;0;0
imrxn_2964;1;0;0;1;1;0;0;0;0
imrxn_2965;0;0;0;1;1;0;1;0;0
imrxn_2966;0;0;0;1;1;0;0;0;0
imrxn_2967;1;1;1;0;0;1;0;0;0
imrxn_2968;1;1;1;1;1;1;1;1;1
imrxn_2969;0;1;1;0;0;1;0;0;0
imrxn_2970;1;1;0;0;0;1;0;0;0
imrxn_2971;1;1;1;1;1;1;1;1;1
imrxn_2972;1;0;0;0;0;0;0;1;1
imrxn_2973;1;1;0;1;1;1;1;1;1
imrxn_2974;1;1;1;0;0;1;0;0;0
imrxn_2975;1;1;0;1;1;1;1;1;1
imrxn_2976;0;0;0;0;0;0;1;0;0
imrxn_2977;0;0;0;1;0;0;1;0;0
imrxn_2978;1;0;0;1;1;0;0;0;0
imrxn_2979;1;1;1;0;0;1;0;0;0
imrxn_2980;0;0;0;0;0;0;1;1;1
imrxn_2981;1;1;1;0;0;1;0;0;0
imrxn_2982;1;0;0;0;0;0;1;1;1
imrxn_2983;1;0;0;1;0;0;1;1;1
imrxn_2984;0;0;0;0;0;0;1;1;1
imrxn_2985;1;0;0;0;0;0;0;1;1
imrxn_2986;1;1;1;0;0;1;0;0;0
imrxn_2987;1;1;1;1;1;1;1;1;1
imrxn_2988;0;0;0;0;0;0;0;1;1
imrxn_2989;0;0;0;0;0;0;0;1;1
imrxn_2990;1;1;1;0;0;1;0;0;0
imrxn_2991;1;0;1;1;0;0;1;1;1
imrxn_2992;0;0;1;0;0;0;0;0;0
imrxn_2993;1;1;1;1;1;1;1;1;1
imrxn_2994;0;0;0;1;0;0;1;1;1
imrxn_2995;1;0;0;1;1;0;0;0;0
imrxn_2996;1;0;0;1;1;0;0;0;0
imrxn_2997;0;1;1;0;0;0;0;0;0
imrxn_2998;0;0;0;1;1;0;0;0;0
imrxn_2999;1;1;1;1;1;1;1;1;1
imrxn_3000;1;0;0;0;0;0;0;1;1
imrxn_3001;0;1;0;1;1;1;1;1;1
imrxn_3002;1;1;1;0;0;0;0;0;0
imrxn_3003;0;1;0;0;0;1;0;0;0
imrxn_3004;1;0;0;1;1;0;1;1;1
imrxn_3005;0;1;1;0;0;1;0;0;0
imrxn_3006;1;0;1;0;0;0;0;0;0
imrxn_3007;1;1;1;0;0;1;0;0;0
imrxn_3008;0;0;0;1;1;0;0;0;0
imrxn_3009;1;0;0;0;0;0;1;1;1
imrxn_3010;1;0;1;0;0;0;0;0;0
imrxn_3011;0;0;1;0;0;1;0;0;0
imrxn_3012;0;0;0;1;1;0;0;0;0
imrxn_3013;1;0;1;0;0;0;0;0;0
imrxn_3014;1;0;0;0;0;0;0;1;1
imrxn_3015;0;1;1;1;1;1;1;1;1
imrxn_3016;0;0;0;0;0;0;0;1;1
imrxn_3017;1;0;0;1;1;0;1;1;1
imrxn_3018;1;1;1;1;1;1;1;1;1
imrxn_3019;1;0;0;1;1;0;0;0;0
imrxn_3020;1;0;0;1;1;0;1;1;0
imrxn_3021;1;1;1;1;1;1;1;1;1
imrxn_3022;0;0;0;1;1;1;1;1;1
imrxn_3023;0;1;1;1;1;1;1;1;1
imrxn_3024;0;0;0;1;1;0;1;0;0
imrxn_3025;1;0;1;0;0;0;0;0;0
imrxn_3026;0;0;0;0;0;0;0;1;1
imrxn_3027;1;1;1;0;0;1;0;0;0
imrxn_3028;0;0;0;1;0;0;1;1;1
imrxn_3029;1;1;1;0;0;1;0;0;0
imrxn_3030;1;1;1;0;0;1;0;0;0
imrxn_3031;1;1;1;0;0;1;0;0;0
imrxn_3032;1;0;0;0;0;0;1;0;0
imrxn_3033;0;1;1;0;0;1;0;0;0
imrxn_3034;0;0;0;0;0;0;1;0;0
imrxn_3035;0;0;0;1;0;1;1;1;1
imrxn_3036;1;0;0;1;1;1;1;1;0
imrxn_3037;0;0;0;1;0;0;1;1;1
imrxn_3038;1;0;0;0;0;1;1;1;1
imrxn_3039;0;1;0;0;0;1;0;1;0
imrxn_3040;0;0;0;1;0;0;0;0;0
imrxn_3041;1;1;1;1;1;1;1;0;0
imrxn_3042;0;0;1;0;0;0;0;0;0
imrxn_3043;0;1;0;1;1;1;1;1;1
imrxn_3044;0;0;1;0;0;0;0;0;0
imrxn_3045;1;0;0;1;1;0;0;0;0
imrxn_3046;1;0;1;1;1;1;1;1;1
imrxn_3047;0;1;1;1;1;1;1;1;1
imrxn_3048;0;0;0;1;0;1;1;0;1
imrxn_3049;0;0;0;0;0;0;0;1;1
imrxn_3050;1;0;0;1;1;0;0;0;0
imrxn_3051;0;0;0;1;0;1;1;1;1
imrxn_3052;1;1;1;0;0;1;0;0;0
imrxn_3053;1;0;1;0;0;0;0;0;0
imrxn_3054;0;0;0;0;0;0;0;1;1
imrxn_3055;1;0;0;1;0;0;1;1;1
imrxn_3056;1;0;0;1;1;0;1;1;1
imrxn_3057;0;0;0;1;1;0;1;1;0
imrxn_3058;0;1;1;0;0;1;0;0;0
imrxn_3059;0;0;0;1;1;0;0;0;0
imrxn_3060;0;1;1;1;1;1;1;1;1
imrxn_3061;0;0;0;0;0;1;1;1;1
imrxn_3062;0;1;0;1;1;1;1;1;1
imrxn_3063;0;0;1;0;0;0;0;0;0
imrxn_3064;0;0;0;0;0;0;0;1;1
imrxn_3065;0;0;0;0;0;0;1;0;0
imrxn_3066;0;0;0;0;0;0;0;1;1
imrxn_3067;0;1;1;0;0;1;0;0;0
imrxn_3068;1;1;1;0;0;1;0;0;0
imrxn_3069;1;1;1;0;0;1;0;0;0
imrxn_3070;0;0;0;1;1;0;0;0;0
imrxn_3071;0;0;0;1;1;0;0;0;0
imrxn_3072;0;0;0;1;1;0;1;0;0
imrxn_3073;1;1;0;1;1;1;1;1;1
imrxn_3074;0;1;1;0;0;1;0;0;0
imrxn_3075;0;0;0;1;0;0;1;1;1
imrxn_3076;1;1;0;1;1;0;0;0;0
imrxn_3077;1;0;0;1;1;0;0;0;0
imrxn_3078;0;0;0;1;0;0;0;0;0
imrxn_3079;0;0;0;0;0;0;1;0;0
imrxn_3080;0;1;1;0;0;1;0;0;0
imrxn_3081;0;1;1;1;1;1;1;1;1
imrxn_3082;0;0;1;0;0;0;0;0;0
imrxn_3083;1;0;0;1;1;0;0;0;0
imrxn_3084;0;0;0;1;1;0;1;1;0
imrxn_3085;1;0;1;0;0;1;0;0;0
imrxn_3086;0;1;1;1;1;1;1;1;1
imrxn_3087;0;0;0;0;0;0;0;1;1
imrxn_3088;0;1;1;1;1;1;1;1;1
imrxn_3089;0;1;0;1;1;1;1;1;1
imrxn_3090;0;0;0;0;0;0;0;1;1
imrxn_3091;1;0;0;1;1;0;1;1;0
imrxn_3092;0;1;1;0;0;1;0;0;0
imrxn_3093;1;0;0;0;0;0;0;1;1
imrxn_3094;1;0;0;1;1;0;0;0;0
imrxn_3095;0;0;0;1;1;1;1;1;1
imrxn_3096;1;1;1;0;0;1;0;0;0
imrxn_3097;0;0;0;1;1;0;0;0;0
imrxn_3098;0;0;0;1;1;0;1;0;0
imrxn_3099;0;0;0;1;1;0;1;1;0
imrxn_3100;0;0;0;1;1;0;1;1;1
imrxn_3101;0;0;0;1;1;0;0;0;0
imrxn_3102;1;1;1;0;0;1;0;0;0
imrxn_3103;1;1;1;1;1;1;1;1;1
imrxn_3104;0;0;1;0;0;0;0;0;0
imrxn_3105;0;0;0;1;1;0;0;0;0
imrxn_3106;1;0;1;0;0;0;0;0;0
imrxn_3107;1;0;0;1;1;0;1;1;1
imrxn_3108;1;1;0;0;1;0;0;0;0
imrxn_3109;0;1;1;1;1;1;1;1;1
imrxn_3110;1;0;0;1;1;0;0;0;0
imrxn_3111;1;1;1;1;1;1;1;1;1
imrxn_3112;0;0;0;1;0;0;0;0;0
imrxn_3113;1;0;1;0;0;0;0;0;0
imrxn_3114;0;0;0;1;1;0;1;1;1
imrxn_3115;0;0;0;1;1;0;1;1;1
imrxn_3116;1;0;1;0;0;0;0;0;0
imrxn_3117;1;1;1;0;0;1;0;0;0
imrxn_3118;1;0;0;1;1;1;1;1;1
imrxn_3119;1;0;0;1;1;0;1;1;1
imrxn_3120;1;0;0;1;1;0;1;1;1
imrxn_3121;1;0;0;1;1;0;1;1;1
imrxn_3122;0;1;1;0;0;1;0;0;0
imrxn_3123;1;0;0;1;1;0;0;0;0
imrxn_3124;1;0;0;0;0;1;0;0;0
imrxn_3125;0;0;0;1;1;0;1;1;1
imrxn_3126;0;0;0;1;1;0;1;1;1
imrxn_3127;0;1;1;1;1;1;1;1;1
imrxn_3128;1;0;1;0;0;0;0;0;0
imrxn_3129;1;1;1;1;1;1;1;1;1
imrxn_3130;0;0;0;1;1;0;1;1;1
imrxn_3131;1;0;0;0;0;1;0;0;0
imrxn_3132;1;0;0;1;1;1;1;1;1
imrxn_3133;1;0;0;0;0;1;0;0;0
imrxn_3134;0;1;0;0;0;1;0;0;0
imrxn_3135;0;0;0;1;1;0;1;1;1
imrxn_3136;0;0;0;1;1;0;1;1;1
imrxn_3137;0;0;0;0;0;1;1;1;1
imrxn_3138;1;0;0;0;0;0;0;1;1
imrxn_3139;1;0;0;1;1;0;1;1;1
imrxn_3140;0;0;1;1;1;1;1;1;1
imrxn_3141;0;0;0;0;0;0;0;1;1
imrxn_3142;0;0;0;0;0;0;0;1;1
imrxn_3143;1;1;1;1;1;1;1;1;1
imrxn_3144;1;0;1;0;0;0;0;0;0
imrxn_3145;0;1;1;1;1;1;1;1;1
imrxn_3146;1;0;0;1;1;0;1;1;1
imrxn_3147;1;0;0;1;1;0;0;0;0
imrxn_3148;1;0;0;1;0;0;1;1;1
imrxn_3149;1;0;0;0;0;0;0;0;0
imrxn_3150;1;1;1;1;1;1;1;1;1
imrxn_3151;1;0;0;1;1;0;1;1;1
imrxn_3152;0;1;0;0;0;1;0;0;0
imrxn_3153;1;0;0;0;0;0;0;1;1
imrxn_3154;0;1;1;1;1;1;1;1;1
imrxn_3155;1;0;1;0;0;1;0;0;0
imrxn_3156;0;1;0;0;0;1;0;1;0
imrxn_3157;1;1;0;1;1;1;1;1;1
imrxn_3158;1;0;0;0;0;0;0;1;0
imrxn_3159;0;0;0;1;1;0;0;0;0
imrxn_3160;1;0;0;1;1;1;1;1;1
imrxn_3161;1;0;0;1;1;0;1;1;1
imrxn_3162;1;0;1;0;0;0;0;0;0
imrxn_3163;0;0;0;0;0;1;0;0;0
imrxn_3164;1;1;1;0;0;1;0;0;0
imrxn_3165;1;1;0;0;1;1;0;0;0
imrxn_3166;1;0;0;1;0;0;0;0;0
imrxn_3167;0;0;1;0;0;1;0;0;0
imrxn_3168;0;0;1;0;0;0;0;0;0
imrxn_3169;0;1;1;1;1;1;1;1;1
imrxn_3170;0;0;0;1;1;1;1;1;0
imrxn_3171;0;0;1;0;0;0;0;0;0
imrxn_3172;0;0;0;0;0;0;0;1;0
imrxn_3173;1;0;0;1;1;0;1;1;0
imrxn_3174;0;0;0;0;0;0;0;1;0
imrxn_3175;0;1;1;0;0;1;0;0;0
imrxn_3176;0;0;1;0;0;0;0;0;0
imrxn_3177;1;0;0;0;0;0;1;1;1
imrxn_3178;1;1;1;0;0;1;0;0;0
imrxn_3179;0;0;0;0;0;0;0;1;1
imrxn_3180;1;0;0;1;1;0;0;0;0
imrxn_3181;0;0;0;0;0;1;0;0;0
imrxn_3182;1;0;0;1;1;0;1;0;0
imrxn_3183;0;0;0;0;0;1;1;0;0
imrxn_3184;0;0;0;0;0;0;1;1;1
imrxn_3185;1;0;1;0;0;0;0;0;0
imrxn_3186;0;1;0;1;1;1;1;0;0
imrxn_3187;1;0;0;0;0;1;0;1;0
imrxn_3188;1;1;0;0;0;1;0;0;0
imrxn_3189;0;0;0;0;0;0;1;1;1
imrxn_3190;0;0;1;0;0;0;0;0;0
imrxn_3191;0;1;0;0;0;1;0;0;0
imrxn_3192;0;0;0;0;0;0;0;1;1
imrxn_3193;1;1;1;0;0;1;0;0;0
imrxn_3194;1;0;1;0;0;0;0;0;0
imrxn_3195;1;1;1;0;0;1;0;0;0
imrxn_3196;0;1;1;1;1;1;1;1;1
imrxn_3197;1;0;0;1;1;0;1;1;1
imrxn_3198;1;1;1;1;1;1;1;1;1
imrxn_3199;1;1;0;1;1;1;1;0;0
imrxn_3200;0;1;1;0;0;1;0;0;0
imrxn_3201;0;0;0;0;0;0;1;1;1
imrxn_3202;1;0;0;0;0;0;0;1;0
imrxn_3203;1;1;1;1;1;1;1;1;1
imrxn_3204;1;1;0;0;0;1;0;0;0
imrxn_3205;1;0;1;0;0;1;0;0;0
imrxn_3206;0;0;0;0;0;0;0;1;1
imrxn_3207;0;0;0;0;0;0;0;1;1
imrxn_3208;0;0;0;0;0;0;0;1;1
imrxn_3209;0;1;1;1;1;1;1;1;1
imrxn_3210;0;1;1;0;0;1;0;0;0
imrxn_3211;1;0;0;0;0;0;0;1;1
imrxn_3212;1;0;0;1;1;0;0;0;0
imrxn_3213;1;0;0;0;0;0;0;1;1
imrxn_3214;1;1;1;1;1;1;1;1;1
imrxn_3215;1;0;0;0;0;0;0;1;1
imrxn_3216;0;0;0;0;1;0;1;1;1
imrxn_3217;0;0;0;0;0;0;0;1;1
imrxn_3218;0;0;0;0;0;0;0;1;1
imrxn_3219;0;0;0;0;0;0;0;1;1
imrxn_3220;1;1;1;0;0;1;0;0;0
imrxn_3221;0;0;0;0;0;0;0;1;1
imrxn_3222;1;0;0;1;1;0;1;1;1
imrxn_3223;0;1;1;1;1;1;1;1;1
imrxn_3224;1;0;0;1;1;0;1;1;1
imrxn_3225;0;0;0;0;0;0;0;1;1
imrxn_3226;0;0;0;0;1;0;1;1;1
imrxn_3227;1;0;0;1;1;0;1;1;0
imrxn_3228;1;0;0;0;0;0;0;1;1
imrxn_3229;1;0;0;1;1;0;1;1;1
imrxn_3230;1;0;0;0;0;0;0;1;1
imrxn_3231;1;0;0;0;0;1;1;0;0
imrxn_3232;1;1;1;0;0;1;0;1;0
imrxn_3233;0;0;0;0;0;0;1;1;1
imrxn_3234;0;1;1;1;1;1;1;1;1
imrxn_3235;0;1;1;0;0;1;0;0;0
imrxn_3236;0;0;0;1;1;1;1;1;1
imrxn_3237;0;1;1;1;1;1;1;1;1
imrxn_3238;0;1;0;0;0;0;0;0;0
imrxn_3239;1;0;0;0;0;0;1;0;0
imrxn_3240;1;1;1;1;1;1;1;1;1
imrxn_3241;0;1;1;0;0;1;0;0;0
imrxn_3242;0;0;0;1;1;0;1;1;1
imrxn_3243;0;0;0;1;1;0;1;1;1
imrxn_3244;0;0;0;0;0;0;0;1;1
imrxn_3245;0;0;0;1;1;0;1;1;1
imrxn_3246;1;1;0;0;0;1;0;0;0
imrxn_3247;1;1;1;1;1;1;1;1;1
imrxn_3248;0;0;0;1;1;0;1;1;0
imrxn_3249;1;0;0;1;1;0;1;1;1
imrxn_3250;0;0;0;1;0;0;0;0;0
imrxn_3251;1;0;0;0;0;0;0;0;1
imrxn_3252;1;0;0;1;1;0;0;0;0
imrxn_3253;1;0;0;0;0;1;0;0;0
imrxn_3254;1;0;0;0;0;0;0;1;0
imrxn_3255;0;1;0;1;1;1;1;1;1
imrxn_3256;0;0;0;0;0;0;1;1;1
imrxn_3257;0;1;1;1;1;0;1;1;0
imrxn_3258;0;0;0;1;1;0;1;1;1
imrxn_3259;0;0;0;1;1;0;0;0;0
imrxn_3260;1;1;1;1;1;1;0;0;0
imrxn_3261;0;1;0;1;1;1;1;1;1
imrxn_3262;0;1;1;0;0;1;0;0;0
imrxn_3263;0;0;1;0;0;0;0;0;0
imrxn_3264;1;1;1;1;1;1;1;1;1
imrxn_3265;1;0;0;0;0;0;0;1;1
imrxn_3266;1;0;1;0;0;0;0;0;0
imrxn_3267;1;0;1;0;0;0;0;0;0
imrxn_3268;0;1;1;1;1;1;1;0;0
imrxn_3269;0;0;0;1;0;0;0;0;0
imrxn_3270;0;0;0;0;0;0;1;1;1
imrxn_3271;0;0;1;0;0;0;0;0;0
imrxn_3272;0;1;0;0;0;1;0;0;0
imrxn_3273;1;1;1;1;1;1;1;1;1
imrxn_3274;0;1;1;1;1;1;1;1;1
imrxn_3275;1;1;1;0;0;1;0;0;0
imrxn_3276;1;0;0;0;0;0;1;0;0
imrxn_3277;1;0;0;0;0;1;1;1;1
imrxn_3278;1;1;1;1;1;1;1;1;1
imrxn_3279;1;0;0;1;0;0;0;0;0
imrxn_3280;0;0;0;1;1;0;1;0;0
imrxn_3281;1;0;0;1;1;0;1;1;1
imrxn_3282;0;1;0;0;0;0;0;0;0
imrxn_3283;0;0;0;1;1;0;1;1;1
imrxn_3284;0;1;1;0;0;1;0;0;0
imrxn_3285;0;0;0;1;1;0;1;0;0
imrxn_3286;1;1;1;0;0;1;0;0;0
imrxn_3287;1;1;1;1;1;1;1;1;1
imrxn_3288;1;1;1;1;1;1;1;1;1
imrxn_3289;1;0;0;1;1;0;1;0;0
imrxn_3290;0;0;1;0;0;0;0;0;0
imrxn_3291;0;0;0;1;0;1;1;1;1
imrxn_3292;0;0;0;1;1;0;1;1;1
imrxn_3293;0;0;0;1;0;0;0;0;0
imrxn_3294;0;1;1;1;1;0;1;1;0
imrxn_3295;0;0;0;0;0;0;0;1;1
imrxn_3296;0;0;0;0;0;0;1;1;0
imrxn_3297;0;0;0;0;0;0;0;1;1
imrxn_3298;0;0;1;0;0;0;0;0;0
imrxn_3299;0;0;0;0;0;0;0;1;1
imrxn_3300;1;0;1;0;0;0;0;0;0
imrxn_3301;1;0;0;0;0;0;0;1;1
imrxn_3302;0;0;0;0;0;0;0;1;1
imrxn_3303;1;0;0;0;0;0;0;1;1
imrxn_3304;1;1;1;1;1;1;1;1;1
imrxn_3305;0;0;0;1;0;0;1;1;1
imrxn_3306;0;0;0;0;0;1;0;0;0
imrxn_3307;1;1;1;1;1;1;1;1;1
imrxn_3308;1;0;1;0;0;0;0;0;0
imrxn_3309;1;0;0;1;1;0;0;0;0
imrxn_3310;0;0;0;0;0;0;0;1;1
imrxn_3311;1;0;0;0;0;0;0;1;1
imrxn_3312;0;0;0;1;1;0;1;1;1
imrxn_3313;0;1;1;0;0;1;0;0;0
imrxn_3314;0;0;0;1;0;0;0;0;0
imrxn_3315;1;0;0;0;0;0;0;1;0
imrxn_3316;1;0;0;0;0;1;0;0;0
imrxn_3317;1;0;0;0;0;0;0;1;0
imrxn_3318;0;1;1;1;1;1;1;1;1
imrxn_3319;1;1;0;1;1;0;1;1;1
imrxn_3320;1;1;1;1;1;1;1;1;1
imrxn_3321;1;0;0;0;0;1;1;1;1
imrxn_3322;0;0;0;0;0;1;0;0;0
imrxn_3323;1;0;0;1;1;0;0;1;1
imrxn_3324;0;0;0;1;0;0;1;1;1
imrxn_3325;1;0;0;0;0;1;1;0;0
imrxn_3326;0;0;0;0;0;0;0;1;1
imrxn_3327;1;0;0;1;0;0;0;0;0
imrxn_3328;1;0;0;1;0;0;0;0;0
imrxn_3329;1;0;0;0;0;0;0;1;1
imrxn_3330;0;0;0;0;0;0;1;1;0
imrxn_3331;1;0;0;0;0;0;0;1;1
imrxn_3332;1;1;1;0;0;1;0;0;0
imrxn_3333;1;0;0;0;0;1;0;0;0
imrxn_3334;1;0;0;1;1;0;0;0;0
imrxn_3335;1;0;0;1;0;0;1;1;1
imrxn_3336;0;0;0;1;0;0;1;0;0
imrxn_3337;0;0;0;0;0;0;0;1;0
imrxn_3338;1;0;0;1;1;0;1;1;1
imrxn_3339;1;0;0;0;0;0;0;1;1
imrxn_3340;1;0;0;0;0;0;0;1;1
imrxn_3341;0;1;1;0;0;1;0;0;0
imrxn_3342;0;1;0;0;0;0;0;0;0
imrxn_3343;0;1;0;0;0;1;0;0;0
imrxn_3344;0;1;0;0;0;0;0;0;0
imrxn_3345;1;0;0;0;0;0;0;0;0
imrxn_3346;1;0;0;0;0;1;0;0;0
imrxn_3347;1;1;0;0;0;0;0;0;0
imrxn_3348;0;0;0;1;0;0;0;0;0
imrxn_3349;1;1;1;1;1;1;1;1;1
imrxn_3350;0;1;1;1;1;1;1;1;1
imrxn_3351;0;1;1;1;1;1;1;1;1
imrxn_3352;1;1;0;1;1;1;1;1;1
imrxn_3353;1;1;0;0;0;0;0;0;0
imrxn_3354;1;0;0;0;0;0;0;1;1
imrxn_3355;1;1;0;0;0;0;0;0;0
imrxn_3356;1;0;1;0;0;0;0;0;0
imrxn_3357;0;1;1;1;1;1;1;1;1
imrxn_3358;0;0;1;0;0;0;0;0;0
imrxn_3359;0;1;0;0;0;1;0;0;0
imrxn_3360;0;1;1;1;1;1;1;1;1
imrxn_3361;1;1;0;0;0;0;0;0;0
imrxn_3362;1;1;0;0;0;0;0;0;0
imrxn_3363;1;1;0;0;0;0;0;0;0
imrxn_3364;0;1;1;0;0;1;0;0;0
imrxn_3365;1;0;0;0;0;0;0;1;1
imrxn_3366;0;1;1;1;1;1;1;1;1
imrxn_3367;0;1;0;1;1;1;1;1;1
imrxn_3368;1;0;0;0;0;0;1;0;0
imrxn_3369;0;1;1;1;1;1;1;1;1
imrxn_3370;0;0;0;0;0;0;0;1;1
imrxn_3371;1;0;0;1;1;0;1;1;1
imrxn_3372;1;0;0;0;0;0;0;1;1
imrxn_3373;0;0;0;0;0;0;0;1;1
imrxn_3374;1;1;0;0;0;1;0;0;0
imrxn_3375;1;0;0;0;0;0;0;1;1
imrxn_3376;1;0;0;0;0;0;0;1;1
imrxn_3377;1;1;0;1;1;1;1;1;1
imrxn_3378;1;0;1;0;0;0;0;0;0
imrxn_3379;1;0;0;0;0;0;0;1;1
imrxn_3380;0;0;0;0;0;0;0;1;1
imrxn_3381;0;1;1;1;1;1;1;1;1
imrxn_3382;1;0;0;1;0;0;0;0;0
imrxn_3383;0;1;1;1;1;1;1;1;1
imrxn_3384;0;1;1;1;1;1;1;1;1
imrxn_3385;0;0;0;0;0;0;0;1;1
imrxn_3386;0;0;0;0;0;1;0;0;0
imrxn_3387;1;1;1;0;0;1;0;0;0
imrxn_3388;0;0;0;0;0;0;0;1;1
imrxn_3389;0;0;0;0;0;0;0;1;1
imrxn_3390;1;0;0;1;1;0;0;0;0
imrxn_3391;1;0;0;0;0;0;0;1;0
imrxn_3392;1;0;0;1;1;0;1;1;1
imrxn_3393;0;0;0;1;1;0;0;0;0
imrxn_3394;0;0;0;1;1;0;0;0;0
imrxn_3395;0;0;0;1;0;0;0;1;1
imrxn_3396;0;0;1;0;0;0;0;0;0
imrxn_3397;0;0;0;0;1;0;1;1;1
imrxn_3398;1;1;1;0;0;1;0;0;0
imrxn_3399;0;1;1;0;0;1;0;0;0
imrxn_3400;0;1;1;0;0;1;0;0;0
imrxn_3401;1;0;0;0;0;1;0;0;0
imrxn_3402;1;0;0;0;0;0;0;0;0
imrxn_3403;0;0;0;1;1;0;0;0;0
imrxn_3404;0;0;0;0;0;1;0;0;0
imrxn_3405;1;0;0;1;1;0;1;1;1
imrxn_3406;0;0;0;0;0;0;0;1;1
imrxn_3407;0;1;1;1;1;1;1;1;1
imrxn_3408;1;0;0;0;0;0;0;1;1
imrxn_3409;1;0;1;0;0;0;0;0;0
imrxn_3410;0;0;0;0;0;0;0;1;1
imrxn_3411;0;0;1;0;0;0;0;0;0
imrxn_3412;1;0;0;0;0;0;0;1;1
imrxn_3413;1;0;1;0;0;0;0;0;0
imrxn_3414;1;1;1;1;1;1;1;1;1
imrxn_3415;1;1;1;1;1;1;1;1;1
imrxn_3416;0;0;0;1;1;1;1;1;1
imrxn_3417;1;0;0;0;0;0;1;1;1
imrxn_3418;1;1;1;1;1;1;1;1;1
imrxn_3419;1;0;1;0;0;0;0;0;0
imrxn_3420;1;0;0;0;0;1;0;1;1
imrxn_3421;1;1;1;1;1;1;1;1;1
imrxn_3422;0;0;0;1;0;0;1;0;0
imrxn_3423;0;0;1;0;0;0;0;0;0
imrxn_3424;1;0;0;1;1;0;1;1;1
imrxn_3425;0;0;0;0;0;1;1;0;0
imrxn_3426;0;0;0;1;1;0;1;1;1
imrxn_3427;1;0;0;1;1;0;1;1;1
imrxn_3428;0;1;0;0;0;1;1;0;0
imrxn_3429;1;0;1;0;0;0;0;0;0
imrxn_3430;0;0;0;1;1;1;1;1;1
imrxn_3431;0;1;0;0;0;1;0;0;0
imrxn_3432;1;0;0;1;1;0;1;0;0
imrxn_3433;0;1;1;1;1;1;1;1;1
imrxn_3434;1;0;0;1;0;1;1;1;1
imrxn_3435;0;1;1;1;1;1;1;1;1
imrxn_3436;1;1;0;0;0;1;0;1;0
imrxn_3437;0;0;0;1;0;0;1;1;1
imrxn_3439;1;0;0;0;0;0;0;1;1
imrxn_3440;0;1;1;1;1;0;0;0;0
imrxn_3441;1;0;0;0;0;0;0;1;1
imrxn_3442;0;1;1;1;1;1;1;1;1
imrxn_3443;1;0;1;0;0;0;0;0;0
imrxn_3444;1;0;0;1;0;0;1;1;1
imrxn_3445;1;0;0;0;0;0;0;1;0
imrxn_3446;1;1;1;1;1;1;1;1;1
imrxn_3447;0;0;0;0;0;1;0;0;0
imrxn_3448;0;0;0;1;1;0;1;1;1
imrxn_3449;1;0;0;1;1;0;1;1;1
imrxn_3450;1;1;1;1;1;1;1;1;1
imrxn_3451;1;0;0;0;0;0;0;1;1
imrxn_3452;1;0;0;1;0;0;0;0;0
imrxn_3453;0;1;0;1;1;1;1;1;1
imrxn_3454;1;0;0;1;1;0;1;1;1
imrxn_3455;0;0;0;0;0;0;0;1;1
imrxn_3456;1;1;0;1;1;1;1;1;0
imrxn_3457;0;0;0;1;1;0;0;0;0
imrxn_3458;0;0;0;1;0;0;0;1;1
imrxn_3459;0;0;0;1;0;0;0;0;0
imrxn_3460;0;1;0;0;0;1;0;1;0
imrxn_3461;0;0;0;1;1;1;1;1;0
imrxn_3462;0;0;0;0;0;1;0;0;0
imrxn_3463;0;1;1;0;0;1;0;0;0
imrxn_3464;0;0;0;0;0;1;1;0;0
imrxn_3465;0;1;0;1;1;1;1;1;1
imrxn_3466;0;0;0;1;1;0;1;1;1
imrxn_3467;0;0;0;0;0;1;0;0;0
imrxn_3468;0;0;0;1;1;0;1;1;0
imrxn_3469;0;1;0;0;0;0;0;0;0
imrxn_3470;0;1;1;0;0;0;0;0;0
imrxn_3471;0;1;1;1;1;0;1;1;0
imrxn_3472;0;1;1;1;1;1;1;1;1
imrxn_3473;0;0;0;1;1;0;1;1;1
imrxn_3474;0;1;0;1;1;1;1;0;0
imrxn_3475;0;0;0;0;0;1;0;0;0
imrxn_3476;0;0;0;0;0;1;1;1;1
